Product_ID,Category,Subcategory,Price,Brand,Average_Rating_of_Similar_Products,Product_Rating,Customer_Review_Sentiment_Score,Holiday,Season,Geographical_Location,Similar_Product_List,Probability_of_Recommendation,,
P3325,Books,Fiction,3465,Brand C,4.3,2.4,0.86,No,Winter,Canada,"['Fiction', 'Biography']",0.95,,
P3326,Electronics,Smartwatch,3314,Brand A,2.5,3.3,0.17,Yes,Spring,Canada,"['Laptop', 'Smartphone']",0.71,,
P3327,Electronics,Laptop,3893,Brand C,4.5,3.6,0.71,Yes,Autumn,India,"['Smartwatch', 'Laptop']",0.23,,
P3328,Fitness,Yoga Mat,4088,Brand C,2.6,4.7,0.05,No,Summer,USA,"['Yoga Mat', 'Resistance Bands']",0.28,,
P3329,Home Decor,Lamp,293,Brand C,3.9,4.5,0.85,Yes,Spring,UK,"['Curtains', 'Curtains', 'Lamp']",0.85,,
P3330,Fashion,Jeans,3017,Brand B,4.9,3.6,0.63,No,Winter,UK,['T-shirt'],0.32,,
P3331,Books,Comics,2485,Brand A,4.4,4.8,0.04,Yes,Winter,UK,"['Fiction', 'Fiction']",0.62,,
P3332,Electronics,Headphones,2352,Brand C,2.2,2.7,0.82,Yes,Winter,UK,['Smartphone'],0.28,,
P3333,Books,Biography,2928,Brand D,3.6,5,0.85,No,Summer,Canada,"['Non-fiction', 'Non-fiction', 'Biography']",0.54,,
P3334,Electronics,Laptop,1333,Brand D,3.7,2.9,0.5,Yes,Summer,Germany,['Smartwatch'],0.77,,
P3335,Books,Non-fiction,2828,Brand A,3.3,3,0.78,Yes,Autumn,India,['Comics'],0.52,,
P3336,Electronics,Headphones,3979,Brand B,4.6,3.2,0.47,Yes,Spring,Canada,"['Smartphone', 'Headphones']",0.99,,
P3337,Electronics,Laptop,542,Brand B,2.8,3.6,0.26,Yes,Autumn,India,"['Smartphone', 'Smartwatch']",0.86,,
P3338,Beauty,Moisturizer,3050,Brand C,2.5,2.7,0.79,No,Spring,Canada,"['Foundation', 'Foundation']",0.47,,
P3339,Books,Non-fiction,3732,Brand C,2.8,4.1,0.67,No,Autumn,India,['Fiction'],0.73,,
P3340,Home Decor,Wall Art,434,Brand C,2.1,2.1,0.44,Yes,Autumn,Germany,"['Wall Art', 'Cushions', 'Curtains']",0.42,,
P3341,Beauty,Perfume,3308,Brand D,2.5,2.8,0.83,Yes,Spring,USA,"['Moisturizer', 'Perfume']",0.7,,
P3342,Electronics,Headphones,2719,Brand D,4.8,4.4,0.02,Yes,Autumn,Canada,"['Smartwatch', 'Smartwatch']",0.82,,
P3343,Fitness,Treadmill,1794,Brand A,2.7,3.1,0.25,No,Summer,UK,['Yoga Mat'],0.16,,
P3344,Home Decor,Wall Art,326,Brand B,2.3,3.3,0.73,No,Winter,Germany,"['Wall Art', 'Wall Art']",0.5,,
P3345,Fitness,Treadmill,594,Brand B,3.8,2,0.02,No,Spring,USA,"['Yoga Mat', 'Yoga Mat', 'Resistance Bands']",0.47,,
P3346,Books,Fiction,2330,Brand D,3.3,3.3,0.32,Yes,Winter,Canada,"['Comics', 'Fiction']",0.11,,
P3347,Beauty,Foundation,961,Brand B,3,2.1,0.8,No,Spring,Germany,"['Perfume', 'Lipstick', 'Foundation']",0.8,,
P3348,Books,Biography,2058,Brand C,4.6,3.2,0.14,No,Summer,Germany,['Non-fiction'],0.66,,
P3349,Fashion,Jeans,3958,Brand B,3.6,2.9,0.97,Yes,Summer,UK,['Shoes'],0.73,,
P3350,Books,Non-fiction,304,Brand C,3.5,3,0.45,No,Winter,UK,['Non-fiction'],0.78,,
P3351,Fitness,Yoga Mat,3489,Brand B,2.7,3.2,0.13,No,Autumn,Germany,"['Yoga Mat', 'Treadmill', 'Yoga Mat']",0.56,,
P3352,Electronics,Smartwatch,4253,Brand C,2.5,4.6,0.72,Yes,Spring,UK,['Laptop'],0.34,,
P3353,Home Decor,Wall Art,2191,Brand B,2.2,4.5,0.35,Yes,Spring,USA,"['Wall Art', 'Lamp', 'Cushions']",0.37,,
P3354,Beauty,Perfume,3103,Brand D,3.1,3.8,0.78,Yes,Spring,USA,"['Lipstick', 'Moisturizer']",0.44,,
P3355,Books,Comics,3112,Brand D,2.6,3.9,0.48,Yes,Spring,USA,"['Non-fiction', 'Non-fiction', 'Biography']",0.16,,
P3356,Fitness,Treadmill,1059,Brand D,2.4,2.7,0.6,No,Spring,UK,['Yoga Mat'],0.5,,
P3357,Beauty,Foundation,4266,Brand D,2.6,4.5,0.48,No,Winter,India,"['Foundation', 'Foundation']",0.94,,
P3358,Electronics,Smartwatch,3313,Brand D,4.9,3.4,0.16,No,Winter,Germany,"['Laptop', 'Smartphone']",0.57,,
P3359,Books,Non-fiction,4487,Brand C,4.3,4.1,0.08,Yes,Spring,UK,"['Non-fiction', 'Comics', 'Fiction']",0.63,,
P3360,Electronics,Headphones,2953,Brand D,3.5,2.8,0.94,Yes,Spring,UK,"['Headphones', 'Laptop', 'Headphones']",0.95,,
P3361,Fitness,Resistance Bands,226,Brand C,4.9,2.1,0.29,No,Autumn,Canada,"['Dumbbells', 'Resistance Bands', 'Dumbbells']",0.22,,
P3362,Home Decor,Cushions,3314,Brand B,3.9,2.7,0.24,Yes,Autumn,USA,"['Wall Art', 'Lamp']",0.52,,
P3363,Books,Fiction,2468,Brand A,4.8,4.7,0.74,Yes,Spring,UK,['Fiction'],0.49,,
P3364,Books,Comics,2182,Brand B,2.7,2.5,0.32,Yes,Autumn,Canada,"['Fiction', 'Comics', 'Non-fiction']",0.36,,
P3365,Home Decor,Curtains,2290,Brand B,4.8,3.3,0.89,Yes,Summer,Canada,"['Cushions', 'Cushions']",0.2,,
P3366,Beauty,Moisturizer,897,Brand A,2.7,4.9,0.59,Yes,Winter,USA,"['Lipstick', 'Perfume']",0.36,,
P3367,Beauty,Moisturizer,525,Brand D,4.7,3,0.27,Yes,Spring,Canada,['Moisturizer'],0.73,,
P3368,Books,Fiction,2353,Brand B,5,2.6,0.07,Yes,Summer,India,['Biography'],0.18,,
P3369,Fitness,Treadmill,4493,Brand D,2.3,3.9,0.36,No,Spring,UK,"['Treadmill', 'Resistance Bands']",0.73,,
P3370,Fitness,Dumbbells,1557,Brand D,3.2,4.5,0.97,Yes,Winter,USA,"['Resistance Bands', 'Dumbbells']",0.22,,
P3371,Fashion,Jeans,4415,Brand A,3.8,4.7,0.08,Yes,Winter,UK,['Jeans'],0.65,,
P3372,Books,Fiction,456,Brand C,2.4,3.9,0.6,Yes,Spring,USA,['Biography'],0.55,,
P3373,Fitness,Treadmill,1215,Brand A,3.2,3.7,0.74,Yes,Autumn,India,['Dumbbells'],0.19,,
P3374,Books,Non-fiction,442,Brand A,3.7,3.1,0.12,No,Winter,USA,['Non-fiction'],0.71,,
P3375,Fitness,Dumbbells,3818,Brand C,4.4,4.8,0.41,Yes,Spring,Canada,['Resistance Bands'],0.2,,
P3376,Electronics,Laptop,3868,Brand A,4.4,2.2,0.78,Yes,Spring,India,"['Smartphone', 'Smartwatch', 'Smartwatch']",0.76,,
P3377,Home Decor,Wall Art,4104,Brand D,3.9,3.2,0.64,No,Summer,USA,"['Wall Art', 'Wall Art']",0.67,,
P3378,Beauty,Moisturizer,2762,Brand D,2.9,2.8,0.4,No,Autumn,Germany,"['Lipstick', 'Perfume', 'Lipstick']",0.49,,
P3379,Electronics,Headphones,1433,Brand D,3.8,3.7,0.48,No,Winter,Canada,"['Headphones', 'Headphones']",0.59,,
P3380,Fashion,Shoes,440,Brand B,4.6,3.5,0.78,No,Spring,USA,['Jacket'],0.7,,
P3381,Fashion,T-shirt,223,Brand D,3.7,2.1,0.48,Yes,Summer,Germany,"['T-shirt', 'Jacket']",0.3,,
P3382,Beauty,Perfume,3366,Brand B,4,3,0.33,Yes,Winter,Germany,"['Moisturizer', 'Foundation']",0.22,,
P3383,Fitness,Yoga Mat,2984,Brand B,3.5,4.2,0.46,Yes,Spring,UK,"['Treadmill', 'Resistance Bands', 'Dumbbells']",0.42,,
P3384,Beauty,Lipstick,3018,Brand A,2.2,3.7,0.38,No,Autumn,Germany,"['Lipstick', 'Perfume', 'Lipstick']",0.71,,
P3385,Electronics,Smartwatch,1494,Brand B,3.7,3.9,0.4,Yes,Winter,UK,['Headphones'],0.15,,
P3386,Home Decor,Wall Art,4555,Brand B,4.9,2.2,0.33,Yes,Summer,Germany,['Lamp'],0.45,,
P3387,Fashion,Shoes,4705,Brand A,2.1,4.7,0.04,No,Autumn,Canada,"['Jacket', 'Jeans']",0.65,,
P3388,Fashion,Jacket,4170,Brand C,2.7,2.2,0.74,No,Spring,Germany,"['Jacket', 'Jacket', 'Jeans']",0.35,,
P3389,Books,Fiction,1314,Brand C,3.2,3.9,0.85,Yes,Summer,Germany,['Comics'],0.15,,
P3390,Electronics,Headphones,3466,Brand A,2.6,2.3,0.45,Yes,Summer,Germany,['Smartphone'],0.8,,
P3391,Fitness,Resistance Bands,2770,Brand C,4.5,3.6,0.99,Yes,Autumn,India,"['Yoga Mat', 'Treadmill']",0.42,,
P3392,Fashion,Shoes,4584,Brand C,2.4,2.3,0.37,Yes,Summer,USA,"['Shoes', 'T-shirt', 'Jacket']",0.41,,
P3393,Fashion,Shoes,4883,Brand D,2.7,4,0.37,Yes,Winter,Canada,"['T-shirt', 'Shoes']",0.63,,
P3394,Books,Biography,4722,Brand B,3.8,3.6,0.75,No,Winter,UK,['Fiction'],0.87,,
P3395,Home Decor,Curtains,1202,Brand B,3.2,2.7,0.58,No,Winter,Germany,"['Wall Art', 'Lamp']",0.25,,
P3396,Electronics,Laptop,2397,Brand B,3,4.5,1,Yes,Winter,Canada,"['Smartwatch', 'Laptop', 'Headphones']",0.63,,
P3397,Books,Comics,2614,Brand D,2,4.5,0.78,Yes,Winter,Canada,"['Comics', 'Non-fiction']",0.34,,
P3398,Fashion,Jacket,3009,Brand C,4.5,4,0.6,No,Spring,Canada,"['T-shirt', 'Jeans', 'Shoes']",0.73,,
P3399,Fashion,Shoes,1450,Brand D,4.4,4.7,0.4,No,Spring,India,"['Jacket', 'Shoes', 'Shoes']",0.27,,
P3400,Fashion,Shoes,2200,Brand D,2,4.4,0.05,Yes,Autumn,USA,"['Jacket', 'Shoes', 'Jacket']",0.35,,
P3401,Home Decor,Lamp,3315,Brand B,4.4,3.1,0.26,No,Spring,India,"['Lamp', 'Cushions']",0.18,,
P3402,Books,Non-fiction,3752,Brand C,3.7,3.1,0.79,No,Spring,Canada,['Fiction'],0.25,,
P3403,Fashion,Jeans,3922,Brand B,4.7,2.7,0.89,No,Spring,Canada,"['T-shirt', 'Jeans']",0.26,,
P3404,Electronics,Smartphone,895,Brand D,2.7,2.9,0.15,Yes,Summer,USA,['Laptop'],0.67,,
P3405,Fitness,Treadmill,3180,Brand C,4.1,3.5,0.05,Yes,Autumn,UK,"['Resistance Bands', 'Dumbbells', 'Resistance Bands']",0.47,,
P3406,Fashion,Shoes,855,Brand B,2.9,3.6,0.38,Yes,Spring,India,['Jacket'],0.81,,
P3407,Books,Comics,311,Brand A,3.8,2.8,0.14,Yes,Spring,Germany,"['Biography', 'Biography']",0.4,,
P3408,Beauty,Foundation,3674,Brand B,2.6,3.6,0.46,No,Autumn,USA,"['Moisturizer', 'Foundation', 'Lipstick']",0.77,,
P3409,Fitness,Treadmill,4914,Brand D,2.7,2.2,0.93,No,Spring,India,['Treadmill'],0.86,,
P3410,Fashion,T-shirt,3439,Brand C,3.6,2.5,0.9,No,Autumn,UK,['Jacket'],0.88,,
P3411,Home Decor,Cushions,1709,Brand B,3.5,2.5,0.39,No,Summer,Canada,"['Wall Art', 'Cushions']",0.6,,
P3412,Home Decor,Curtains,4324,Brand A,3.7,2.8,0.84,Yes,Autumn,Germany,"['Cushions', 'Lamp']",0.94,,
P3413,Fashion,Jacket,772,Brand B,3.6,4.2,0.41,No,Autumn,USA,"['Jeans', 'Jacket', 'T-shirt']",0.36,,
P3414,Electronics,Headphones,250,Brand B,3.6,4,0.87,No,Summer,UK,['Headphones'],0.51,,
P3415,Fitness,Yoga Mat,2516,Brand B,3,3,0.36,Yes,Winter,Germany,"['Yoga Mat', 'Dumbbells', 'Resistance Bands']",0.69,,
P3416,Fashion,T-shirt,4907,Brand B,3.3,4.8,0.18,Yes,Summer,Germany,"['Shoes', 'Shoes', 'Shoes']",0.3,,
P3417,Fitness,Resistance Bands,637,Brand C,4.8,2.6,0.6,Yes,Autumn,Germany,"['Resistance Bands', 'Resistance Bands']",0.21,,
P3418,Books,Non-fiction,1702,Brand D,4,4.1,0.63,Yes,Summer,USA,"['Fiction', 'Biography', 'Non-fiction']",0.45,,
P3419,Fitness,Resistance Bands,1314,Brand C,4.4,3.7,0.28,No,Summer,India,"['Resistance Bands', 'Dumbbells', 'Dumbbells']",0.61,,
P3420,Home Decor,Wall Art,4881,Brand A,4.3,3.1,0.19,Yes,Spring,Canada,"['Cushions', 'Lamp']",0.51,,
P3421,Books,Biography,4664,Brand A,3.8,3.2,0.63,Yes,Summer,USA,"['Non-fiction', 'Non-fiction', 'Comics']",0.31,,
P3422,Books,Biography,4992,Brand A,2.1,4.2,0.63,Yes,Spring,Germany,"['Comics', 'Biography']",0.94,,
P3423,Home Decor,Cushions,2080,Brand A,4.4,4.8,0.28,Yes,Autumn,Canada,"['Curtains', 'Lamp', 'Lamp']",0.78,,
P3424,Fashion,Jacket,2889,Brand B,2.6,2.3,0.49,Yes,Summer,USA,['Jacket'],0.5,,
P3425,Books,Non-fiction,718,Brand D,4.8,3.4,0.94,No,Autumn,USA,['Biography'],0.71,,
P3426,Beauty,Lipstick,2644,Brand C,5,4.7,0.99,Yes,Summer,Canada,"['Lipstick', 'Foundation', 'Foundation']",0.87,,
P3427,Electronics,Headphones,1509,Brand C,4.7,3,0.17,Yes,Spring,Germany,['Smartwatch'],0.81,,
P3428,Electronics,Smartphone,3966,Brand D,3,4.7,0.51,Yes,Winter,Canada,['Laptop'],0.35,,
P3429,Home Decor,Wall Art,3636,Brand B,2.1,3.8,0.24,No,Summer,Germany,['Lamp'],0.7,,
P3430,Books,Fiction,728,Brand D,3.2,3.8,0.29,No,Summer,Canada,"['Comics', 'Fiction']",0.82,,
P3431,Books,Comics,3963,Brand C,4.3,3.6,0.67,Yes,Winter,UK,"['Non-fiction', 'Non-fiction', 'Comics']",0.35,,
P3432,Electronics,Laptop,1668,Brand B,4.7,3.6,0.44,Yes,Summer,USA,"['Smartwatch', 'Laptop']",0.28,,
P3433,Books,Fiction,822,Brand D,4.2,4.6,0.13,No,Autumn,UK,"['Non-fiction', 'Fiction', 'Biography']",0.18,,
P3434,Beauty,Foundation,718,Brand D,2.9,3.7,0.59,No,Winter,Germany,"['Perfume', 'Lipstick', 'Perfume']",0.45,,
P3435,Beauty,Perfume,3556,Brand B,5,2.5,0.68,No,Spring,Canada,"['Foundation', 'Lipstick']",0.33,,
P3436,Electronics,Headphones,975,Brand D,3.6,3.4,0.87,No,Summer,USA,"['Laptop', 'Smartwatch']",0.28,,
P3437,Fitness,Resistance Bands,444,Brand D,3.4,4.1,0.2,No,Spring,USA,"['Yoga Mat', 'Yoga Mat', 'Dumbbells']",0.45,,
P3438,Fashion,T-shirt,3094,Brand D,2.6,3.7,0.57,Yes,Winter,Canada,"['T-shirt', 'T-shirt', 'Shoes']",0.82,,
P3439,Books,Comics,2006,Brand A,3.9,2.4,0.59,No,Winter,Germany,"['Non-fiction', 'Comics', 'Biography']",0.91,,
P3440,Home Decor,Lamp,4534,Brand D,2.4,4.7,0.99,Yes,Summer,India,['Cushions'],0.36,,
P3441,Fitness,Resistance Bands,3889,Brand B,3.3,3.7,0.65,Yes,Autumn,Canada,"['Resistance Bands', 'Treadmill']",0.98,,
P3442,Beauty,Foundation,1901,Brand D,2.6,4.7,0.5,No,Autumn,Canada,"['Moisturizer', 'Perfume']",0.91,,
P3443,Electronics,Laptop,4264,Brand A,2.8,4.2,0.22,Yes,Autumn,USA,"['Smartwatch', 'Headphones', 'Smartphone']",0.96,,
P3444,Books,Fiction,3044,Brand C,3.9,4.4,0.14,No,Autumn,Canada,"['Biography', 'Comics', 'Biography']",0.86,,
P3445,Books,Fiction,2026,Brand B,4.4,3.3,0.15,Yes,Autumn,Canada,"['Fiction', 'Comics']",0.72,,
P3446,Books,Non-fiction,589,Brand A,2.8,4.6,0.48,No,Spring,USA,['Biography'],0.87,,
P3447,Books,Biography,3251,Brand A,3.4,3.3,0.94,Yes,Spring,USA,['Non-fiction'],0.35,,
P3448,Beauty,Lipstick,1048,Brand A,4.9,3.2,0.56,Yes,Winter,USA,"['Perfume', 'Lipstick', 'Perfume']",0.62,,
P3449,Fitness,Yoga Mat,750,Brand A,5,4.2,0.87,Yes,Summer,Germany,"['Resistance Bands', 'Treadmill', 'Treadmill']",0.77,,
P3450,Fitness,Yoga Mat,2970,Brand C,3.1,3.4,0.73,No,Winter,Canada,['Treadmill'],0.34,,
P3451,Home Decor,Wall Art,2222,Brand B,2.3,4.5,0.07,No,Winter,Canada,"['Cushions', 'Lamp', 'Cushions']",0.22,,
P3452,Beauty,Perfume,1261,Brand D,4.3,3.8,0.29,Yes,Spring,Canada,"['Perfume', 'Lipstick', 'Moisturizer']",0.29,,
P3453,Electronics,Laptop,3908,Brand B,2.8,3.1,0.74,Yes,Summer,UK,['Laptop'],0.19,,
P3454,Fashion,T-shirt,1588,Brand C,4.1,3.8,0.72,Yes,Spring,Canada,['T-shirt'],0.2,,
P3455,Fashion,T-shirt,4587,Brand C,5,2.5,0.1,No,Winter,Canada,"['T-shirt', 'Jacket']",0.94,,
P3456,Electronics,Headphones,379,Brand C,2.9,4.4,0.02,No,Summer,Germany,"['Smartwatch', 'Headphones']",0.63,,
P3457,Fitness,Treadmill,3535,Brand D,2.5,3.1,0.05,Yes,Spring,Germany,"['Dumbbells', 'Yoga Mat']",0.88,,
P3458,Electronics,Headphones,3706,Brand C,4.4,4.3,0.07,Yes,Winter,Canada,['Smartphone'],0.71,,
P3459,Books,Non-fiction,1143,Brand A,3.1,2.5,0.59,Yes,Winter,Germany,"['Non-fiction', 'Biography', 'Comics']",0.81,,
P3460,Books,Biography,688,Brand D,2.5,2.2,0.31,No,Winter,Canada,"['Biography', 'Biography']",0.71,,
P3461,Fitness,Treadmill,255,Brand D,2.6,4.3,0.61,No,Summer,Canada,"['Yoga Mat', 'Treadmill', 'Dumbbells']",0.16,,
P3462,Beauty,Foundation,4780,Brand C,2.4,3.5,0.67,No,Autumn,Canada,['Lipstick'],0.84,,
P3463,Fitness,Treadmill,1471,Brand C,4.7,3.5,0.44,Yes,Summer,USA,"['Dumbbells', 'Treadmill', 'Yoga Mat']",0.44,,
P3464,Fitness,Dumbbells,4430,Brand A,4.7,4.2,0.5,Yes,Spring,Canada,"['Treadmill', 'Dumbbells', 'Resistance Bands']",0.53,,
P3465,Books,Non-fiction,3506,Brand A,2.4,3.4,0.23,Yes,Winter,India,"['Comics', 'Fiction']",0.37,,
P3466,Books,Comics,1066,Brand B,2.9,3,0.37,Yes,Autumn,India,"['Non-fiction', 'Comics']",0.8,,
P3467,Electronics,Smartphone,2869,Brand C,4.4,3.4,0.95,Yes,Winter,Germany,['Smartphone'],0.68,,
P3468,Electronics,Headphones,4516,Brand B,4.4,4.4,0.43,No,Spring,Germany,"['Smartphone', 'Smartwatch', 'Laptop']",0.45,,
P3469,Books,Comics,2228,Brand B,3,3.3,0.14,No,Summer,India,"['Biography', 'Fiction']",0.74,,
P3470,Books,Fiction,2095,Brand C,4.2,4.5,0.06,No,Summer,Canada,"['Biography', 'Comics']",0.7,,
P3471,Beauty,Foundation,537,Brand B,2.6,3.3,0.95,Yes,Autumn,Canada,"['Perfume', 'Perfume', 'Foundation']",0.77,,
P3472,Books,Comics,2374,Brand C,3.2,2.7,0.56,Yes,Winter,USA,"['Fiction', 'Fiction', 'Fiction']",0.23,,
P3473,Books,Non-fiction,989,Brand B,2,3.2,0.5,Yes,Summer,India,['Fiction'],0.76,,
P3474,Fitness,Dumbbells,4605,Brand D,2.4,4.7,0.56,No,Winter,Canada,['Resistance Bands'],0.49,,
P3475,Beauty,Lipstick,1690,Brand B,2.1,2.2,0.89,Yes,Spring,UK,"['Perfume', 'Foundation', 'Moisturizer']",0.67,,
P3476,Home Decor,Lamp,524,Brand A,3.6,3.5,0.65,Yes,Winter,UK,"['Cushions', 'Wall Art']",0.99,,
P3477,Fitness,Yoga Mat,3443,Brand D,4.5,2.8,0.63,No,Spring,India,"['Yoga Mat', 'Resistance Bands']",1,,
P3478,Books,Fiction,3522,Brand D,3,2.9,0.54,No,Autumn,India,"['Fiction', 'Biography', 'Biography']",0.8,,
P3479,Fashion,Shoes,1437,Brand A,3.1,4.5,0.53,Yes,Spring,India,"['Shoes', 'Shoes', 'Jacket']",0.25,,
P3480,Books,Fiction,229,Brand D,4.2,2,0.32,No,Autumn,Germany,['Fiction'],0.98,,
P3481,Fitness,Treadmill,1728,Brand A,2.5,3.7,0.33,Yes,Winter,India,"['Dumbbells', 'Resistance Bands']",0.78,,
P3482,Beauty,Lipstick,2666,Brand D,3.7,3.5,0.46,Yes,Winter,UK,"['Perfume', 'Lipstick', 'Moisturizer']",0.89,,
P3483,Beauty,Perfume,2000,Brand D,3.7,2,0.9,Yes,Winter,India,"['Lipstick', 'Perfume']",0.82,,
P3484,Beauty,Moisturizer,3206,Brand D,2.7,3.7,0.47,No,Summer,USA,"['Perfume', 'Foundation', 'Foundation']",0.23,,
P3485,Fashion,Shoes,3814,Brand D,4.2,4.6,0.08,No,Autumn,Germany,"['Jeans', 'Jacket']",0.36,,
P3486,Beauty,Perfume,661,Brand D,2.3,3.2,0,Yes,Spring,UK,"['Lipstick', 'Lipstick']",0.21,,
P3487,Fitness,Resistance Bands,2737,Brand D,3.9,4.3,0.89,Yes,Summer,India,['Treadmill'],0.49,,
P3488,Books,Fiction,4291,Brand D,3.3,3.1,0.19,No,Winter,Canada,"['Non-fiction', 'Fiction']",0.74,,
P3489,Beauty,Perfume,2224,Brand C,2.8,4.1,0.48,Yes,Spring,Canada,"['Lipstick', 'Moisturizer']",0.86,,
P3490,Beauty,Perfume,3397,Brand D,3.8,2.7,0.43,Yes,Spring,Germany,['Perfume'],0.11,,
P3491,Fashion,Jacket,4183,Brand A,2.4,2.6,0.2,No,Winter,UK,"['Shoes', 'T-shirt', 'T-shirt']",0.3,,
P3492,Home Decor,Cushions,3390,Brand C,2.6,3.3,0.58,Yes,Summer,Canada,['Cushions'],0.21,,
P3493,Beauty,Perfume,3365,Brand A,3,2.2,0.38,Yes,Spring,Germany,"['Foundation', 'Foundation']",0.82,,
P3494,Beauty,Perfume,4568,Brand B,4.3,2.8,0.79,No,Spring,UK,['Perfume'],0.24,,
P3495,Beauty,Foundation,3212,Brand D,3.2,2.9,0.66,Yes,Winter,Germany,['Lipstick'],0.82,,
P3496,Beauty,Lipstick,2216,Brand A,3.3,3,0.43,No,Autumn,India,"['Moisturizer', 'Lipstick']",0.11,,
P3497,Electronics,Smartphone,3687,Brand A,2.4,3.6,0,No,Summer,Germany,"['Headphones', 'Headphones', 'Headphones']",0.89,,
P3498,Home Decor,Cushions,3492,Brand B,4.8,4.8,0.53,Yes,Summer,UK,"['Lamp', 'Cushions', 'Lamp']",0.54,,
P3499,Beauty,Perfume,4954,Brand D,2.9,3.4,0.81,No,Summer,India,"['Foundation', 'Perfume']",0.55,,
P3500,Fashion,Shoes,648,Brand C,2.6,3,0.6,Yes,Autumn,Canada,"['T-shirt', 'Jeans', 'Shoes']",0.97,,
P3501,Books,Comics,4396,Brand D,4.1,4.5,0.21,No,Summer,USA,"['Comics', 'Non-fiction', 'Biography']",0.23,,
P3502,Fashion,Jacket,3322,Brand B,2.5,2.6,0.09,No,Summer,Germany,"['Jeans', 'T-shirt']",0.61,,
P3503,Electronics,Laptop,1321,Brand A,3.4,3.7,0.63,No,Winter,India,"['Headphones', 'Smartwatch']",0.88,,
P3504,Fitness,Yoga Mat,3309,Brand A,3.4,4.4,0.38,Yes,Spring,India,"['Treadmill', 'Yoga Mat']",0.8,,
P3505,Home Decor,Wall Art,1788,Brand D,4.3,2,0.03,Yes,Autumn,UK,"['Cushions', 'Lamp']",0.66,,
P3506,Electronics,Headphones,4029,Brand C,5,3.3,0.47,Yes,Summer,UK,"['Smartphone', 'Smartphone', 'Smartwatch']",0.43,,
P3507,Fitness,Resistance Bands,629,Brand C,2.9,2.9,0.5,Yes,Spring,USA,['Yoga Mat'],0.33,,
P3508,Books,Biography,800,Brand B,3.1,2.1,0.29,No,Spring,India,"['Biography', 'Biography', 'Comics']",0.41,,
P3509,Home Decor,Lamp,3235,Brand C,4.4,3,0.74,No,Summer,India,"['Lamp', 'Wall Art', 'Cushions']",0.88,,
P3510,Electronics,Smartphone,113,Brand D,3.2,4.7,0.68,No,Summer,USA,"['Headphones', 'Laptop']",0.44,,
P3511,Books,Non-fiction,1677,Brand C,4,4.6,0.67,No,Spring,UK,"['Biography', 'Fiction', 'Comics']",0.28,,
P3512,Home Decor,Cushions,3984,Brand D,4.5,3.6,0.08,Yes,Winter,Canada,['Wall Art'],0.57,,
P3513,Home Decor,Curtains,3546,Brand C,3.9,4.5,0.91,Yes,Summer,UK,['Curtains'],0.97,,
P3514,Fitness,Resistance Bands,1425,Brand D,4.1,4.6,0.02,Yes,Summer,India,['Yoga Mat'],0.99,,
P3515,Fitness,Yoga Mat,2058,Brand A,3.3,3.3,0.66,Yes,Spring,Canada,"['Resistance Bands', 'Resistance Bands', 'Dumbbells']",0.85,,
P3516,Home Decor,Wall Art,280,Brand A,2,4,0.37,No,Summer,Canada,"['Wall Art', 'Lamp']",0.88,,
P3517,Home Decor,Cushions,821,Brand A,4,2.1,0.46,No,Autumn,Germany,['Lamp'],0.49,,
P3518,Fitness,Dumbbells,537,Brand A,4.6,4.6,0.38,Yes,Spring,UK,"['Resistance Bands', 'Dumbbells']",0.45,,
P3519,Books,Fiction,2129,Brand A,3.3,4.4,0.51,No,Spring,UK,['Biography'],0.22,,
P3520,Books,Non-fiction,1299,Brand B,3.2,3.4,0.99,Yes,Winter,USA,"['Biography', 'Fiction']",0.93,,
P3521,Home Decor,Lamp,676,Brand C,3.1,3.3,0.71,Yes,Summer,India,"['Wall Art', 'Cushions', 'Cushions']",0.74,,
P3522,Home Decor,Lamp,3471,Brand D,3.7,3.7,0.3,No,Summer,UK,['Wall Art'],0.71,,
P3523,Home Decor,Curtains,3809,Brand A,4.7,3.5,0.77,No,Summer,USA,"['Cushions', 'Wall Art', 'Lamp']",0.99,,
P3524,Electronics,Headphones,486,Brand D,3,2.1,0.23,No,Autumn,Canada,"['Headphones', 'Smartwatch', 'Headphones']",0.93,,
P3525,Electronics,Laptop,2966,Brand B,4.6,2,0.1,Yes,Winter,Germany,"['Laptop', 'Smartwatch', 'Headphones']",0.29,,
P3526,Fitness,Treadmill,2189,Brand A,4.8,3.1,0.17,Yes,Summer,Germany,"['Treadmill', 'Resistance Bands', 'Yoga Mat']",0.81,,
P3527,Home Decor,Curtains,2186,Brand D,3.7,3.7,0.6,Yes,Summer,Germany,"['Wall Art', 'Lamp']",0.86,,
P3528,Home Decor,Wall Art,2333,Brand B,3.9,3,0.27,Yes,Winter,India,"['Wall Art', 'Curtains']",0.36,,
P3529,Books,Comics,4438,Brand A,2.6,3.2,0.24,Yes,Autumn,Canada,['Non-fiction'],0.98,,
P3530,Beauty,Foundation,2829,Brand C,2.3,2.6,0.97,Yes,Spring,India,['Lipstick'],0.94,,
P3531,Home Decor,Curtains,2616,Brand A,3.4,3.5,0.74,No,Spring,UK,['Wall Art'],0.51,,
P3532,Fitness,Treadmill,4686,Brand A,5,4.7,0.91,No,Summer,India,"['Yoga Mat', 'Dumbbells', 'Yoga Mat']",0.46,,
