Customer_ID,Age,Gender,Location,Browsing_History,Purchase_History,Customer_Segment,Avg_Order_Value,Holiday,Season
C3251,55,Other,Chennai,['Beauty'],['Moisturizer'],New Visitor,3440.62,Yes,Winter
C3252,53,Other,Delhi,['Home Decor'],['Cushions'],Occasional Shopper,4843.66,No,Spring
C3253,20,Female,Chennai,['Beauty'],['Moisturizer'],New Visitor,610.22,No,Summer
C3254,26,Male,Mumbai,['Beauty'],['Lipstick'],New Visitor,2570.94,Yes,Winter
C3255,19,Female,Kolkata,"['Fitness', 'Home Decor']","['Treadmill', 'Curtains']",Frequent Buyer,3377.82,No,Autumn
C3256,21,Male,Bangalore,"['Home Decor', 'Fashion']","['Curtains', 'Jeans']",Frequent Buyer,1613.37,No,Summer
C3257,20,Female,Kolkata,['Fashion'],['Shoes'],New Visitor,2375.45,Yes,Autumn
C3258,44,Male,Kolkata,"['Home Decor', 'Fashion', 'Books']","['Lamp', 'Jeans', 'Comics']",Occasional Shopper,3981.41,No,Winter
C3259,46,Other,Delhi,['Fitness'],['Treadmill'],Occasional Shopper,3469.77,Yes,Spring
C3260,44,Male,Delhi,['Books'],['Comics'],New Visitor,4541.48,No,Autumn
C3261,28,Other,Mumbai,"['Fashion', 'Books', 'Fitness']","['T-shirt', 'Fiction', 'Resistance Bands']",Frequent Buyer,3963.47,Yes,Summer
C3262,56,Other,Delhi,"['Electronics', 'Home Decor', 'Fitness']","['Smartphone', 'Cushions', 'Dumbbells']",Occasional Shopper,4021.13,No,Autumn
C3263,58,Female,Kolkata,['Fitness'],['Resistance Bands'],Occasional Shopper,607.7,Yes,Summer
C3264,18,Male,Bangalore,"['Fashion', 'Electronics', 'Books']","['Shoes', 'Headphones', 'Fiction']",Occasional Shopper,671.18,No,Autumn
C3265,58,Female,Bangalore,"['Beauty', 'Books', 'Home Decor']","['Perfume', 'Comics', 'Cushions']",Occasional Shopper,3661.42,Yes,Summer
C3266,54,Other,Chennai,"['Home Decor', 'Electronics', 'Fashion']","['Cushions', 'Headphones', 'T-shirt']",Frequent Buyer,3063.21,No,Autumn
C3267,21,Other,Delhi,"['Beauty', 'Home Decor', 'Books']","['Moisturizer', 'Lamp', 'Comics']",Occasional Shopper,3770.63,Yes,Summer
C3268,20,Other,Kolkata,"['Electronics', 'Books', 'Home Decor']","['Smartphone', 'Biography', 'Curtains']",Frequent Buyer,4629.31,Yes,Autumn
C3269,48,Other,Chennai,['Electronics'],['Smartphone'],New Visitor,1664.88,No,Summer
C3270,32,Female,Mumbai,"['Home Decor', 'Fitness', 'Fashion']","['Wall Art', 'Treadmill', 'T-shirt']",Frequent Buyer,4010.12,Yes,Spring
C3271,33,Female,Delhi,"['Beauty', 'Home Decor']","['Moisturizer', 'Wall Art']",New Visitor,814.11,No,Summer
C3272,20,Male,Kolkata,"['Fashion', 'Electronics']","['Shoes', 'Smartwatch']",Frequent Buyer,2645.18,Yes,Winter
C3273,55,Female,Mumbai,['Fitness'],['Dumbbells'],New Visitor,1772.73,No,Summer
C3274,36,Other,Chennai,['Fashion'],['Jeans'],New Visitor,1147.25,No,Winter
C3275,19,Female,Delhi,"['Electronics', 'Beauty']","['Laptop', 'Foundation']",Occasional Shopper,4264.07,Yes,Winter
C3276,18,Female,Delhi,"['Beauty', 'Books']","['Perfume', 'Non-fiction']",New Visitor,3309.41,Yes,Autumn
C3277,59,Male,Kolkata,"['Electronics', 'Fashion']","['Smartphone', 'Shoes']",Occasional Shopper,2370.81,Yes,Spring
C3278,40,Other,Delhi,"['Fitness', 'Beauty']","['Resistance Bands', 'Foundation']",Occasional Shopper,678.09,Yes,Spring
C3279,49,Male,Delhi,"['Electronics', 'Beauty', 'Books']","['Smartwatch', 'Moisturizer', 'Fiction']",Occasional Shopper,2229.49,Yes,Autumn
C3280,59,Other,Bangalore,"['Beauty', 'Fashion', 'Fitness']","['Lipstick', 'Jeans', 'Dumbbells']",Frequent Buyer,4567.66,No,Winter
C3281,54,Other,Delhi,"['Fitness', 'Electronics']","['Yoga Mat', 'Laptop']",New Visitor,2978.76,No,Spring
C3282,56,Female,Delhi,"['Electronics', 'Books', 'Fashion']","['Smartphone', 'Fiction', 'Shoes']",New Visitor,4030.68,Yes,Winter
C3283,31,Female,Chennai,['Beauty'],['Lipstick'],Occasional Shopper,832.32,Yes,Winter
C3284,46,Female,Bangalore,"['Books', 'Home Decor']","['Biography', 'Wall Art']",Occasional Shopper,2106.15,No,Spring
C3285,26,Male,Bangalore,"['Home Decor', 'Electronics']","['Cushions', 'Smartphone']",Occasional Shopper,4592.13,No,Spring
C3286,38,Female,Mumbai,['Electronics'],['Smartwatch'],Occasional Shopper,4157.6,No,Winter
C3287,43,Male,Bangalore,"['Fitness', 'Home Decor']","['Dumbbells', 'Lamp']",Frequent Buyer,4023.57,No,Summer
C3288,44,Female,Chennai,['Home Decor'],['Cushions'],New Visitor,2154.45,Yes,Autumn
C3289,51,Other,Bangalore,['Fashion'],['Jacket'],Frequent Buyer,3987.15,No,Winter
C3290,54,Female,Delhi,['Fashion'],['Jacket'],Frequent Buyer,3441.68,Yes,Autumn
C3291,43,Female,Chennai,['Beauty'],['Lipstick'],New Visitor,2066.62,No,Spring
C3292,41,Female,Bangalore,"['Books', 'Home Decor']","['Comics', 'Lamp']",Occasional Shopper,1568.81,No,Spring
C3293,34,Female,Chennai,"['Books', 'Fitness', 'Fashion']","['Comics', 'Yoga Mat', 'Shoes']",New Visitor,3511.27,Yes,Summer
C3294,38,Other,Kolkata,"['Home Decor', 'Fashion']","['Curtains', 'Jeans']",Occasional Shopper,2412.6,No,Winter
C3295,26,Male,Kolkata,"['Home Decor', 'Books', 'Fashion']","['Curtains', 'Biography', 'Shoes']",Occasional Shopper,4124.26,Yes,Autumn
C3296,19,Female,Mumbai,"['Home Decor', 'Books']","['Lamp', 'Non-fiction']",Occasional Shopper,1733.16,No,Summer
C3297,31,Other,Bangalore,"['Beauty', 'Fitness', 'Books']","['Moisturizer', 'Yoga Mat', 'Comics']",Frequent Buyer,903.05,No,Autumn
C3298,39,Male,Mumbai,['Books'],['Non-fiction'],Frequent Buyer,536.97,No,Summer
C3299,29,Male,Mumbai,['Books'],['Non-fiction'],Occasional Shopper,4528.58,No,Summer
C3300,29,Female,Bangalore,"['Books', 'Electronics', 'Fashion']","['Biography', 'Smartphone', 'T-shirt']",Occasional Shopper,3100.49,Yes,Autumn
C3301,34,Female,Bangalore,['Home Decor'],['Curtains'],New Visitor,3722.98,Yes,Autumn
C3302,52,Female,Kolkata,['Electronics'],['Laptop'],New Visitor,2229.13,No,Summer
C3303,38,Other,Delhi,"['Fashion', 'Fitness', 'Books']","['Shoes', 'Treadmill', 'Biography']",New Visitor,3216.24,No,Spring
C3304,27,Female,Bangalore,"['Fashion', 'Books', 'Beauty']","['Shoes', 'Non-fiction', 'Foundation']",New Visitor,1675.99,No,Spring
C3305,41,Other,Delhi,"['Fitness', 'Beauty']","['Treadmill', 'Foundation']",New Visitor,4904.82,No,Autumn
C3306,27,Other,Kolkata,"['Electronics', 'Books', 'Home Decor']","['Headphones', 'Fiction', 'Cushions']",New Visitor,2715.84,No,Spring
C3307,34,Other,Kolkata,['Home Decor'],['Cushions'],Occasional Shopper,2257.02,Yes,Summer
C3308,55,Other,Mumbai,"['Beauty', 'Fashion']","['Lipstick', 'Shoes']",Occasional Shopper,776.84,Yes,Summer
C3309,23,Female,Mumbai,['Home Decor'],['Curtains'],Occasional Shopper,1257.42,No,Summer
C3310,45,Female,Delhi,"['Home Decor', 'Beauty']","['Lamp', 'Moisturizer']",Occasional Shopper,1185.93,No,Autumn
C3311,22,Female,Kolkata,['Beauty'],['Perfume'],Frequent Buyer,2331.18,No,Summer
C3312,44,Other,Bangalore,['Home Decor'],['Cushions'],Frequent Buyer,3031.88,No,Summer
C3313,22,Female,Chennai,"['Fitness', 'Books', 'Electronics']","['Treadmill', 'Non-fiction', 'Smartwatch']",New Visitor,2464.82,Yes,Autumn
C3314,53,Other,Delhi,"['Fashion', 'Books']","['T-shirt', 'Biography']",Occasional Shopper,1717.6,No,Autumn
C3315,41,Other,Mumbai,['Fashion'],['Jeans'],New Visitor,2673.34,No,Winter
C3316,42,Other,Bangalore,['Fashion'],['T-shirt'],Occasional Shopper,2097.9,No,Winter
C3317,35,Other,Delhi,"['Fitness', 'Electronics', 'Books']","['Treadmill', 'Smartphone', 'Comics']",Occasional Shopper,699.25,Yes,Winter
C3318,20,Male,Bangalore,['Books'],['Non-fiction'],Occasional Shopper,4438.52,No,Summer
C3319,34,Other,Kolkata,['Books'],['Fiction'],New Visitor,3755.04,Yes,Autumn
C3320,30,Male,Kolkata,['Home Decor'],['Curtains'],Frequent Buyer,2281.82,No,Spring
C3321,24,Other,Bangalore,"['Books', 'Home Decor']","['Comics', 'Curtains']",Frequent Buyer,2889.39,No,Autumn
C3322,22,Female,Mumbai,['Electronics'],['Smartwatch'],New Visitor,2038.35,No,Autumn
C3323,24,Other,Chennai,"['Home Decor', 'Beauty']","['Wall Art', 'Lipstick']",Frequent Buyer,3280.71,Yes,Summer
C3324,46,Female,Chennai,"['Books', 'Fitness']","['Biography', 'Resistance Bands']",Frequent Buyer,1689.44,Yes,Summer
C3325,29,Other,Mumbai,"['Home Decor', 'Books', 'Fashion']","['Cushions', 'Fiction', 'Jeans']",Frequent Buyer,2156.75,No,Autumn
C3326,40,Other,Mumbai,"['Books', 'Fashion', 'Electronics']","['Non-fiction', 'T-shirt', 'Laptop']",New Visitor,1854.1,Yes,Autumn
C3327,56,Female,Bangalore,['Beauty'],['Lipstick'],Occasional Shopper,2498.51,No,Winter
C3328,46,Male,Kolkata,"['Home Decor', 'Electronics']","['Curtains', 'Smartphone']",New Visitor,2558.24,No,Winter
C3329,29,Female,Mumbai,"['Electronics', 'Beauty', 'Home Decor']","['Smartwatch', 'Lipstick', 'Wall Art']",New Visitor,858.37,Yes,Autumn
C3330,28,Other,Kolkata,"['Fashion', 'Electronics', 'Beauty']","['Jacket', 'Laptop', 'Foundation']",Frequent Buyer,3581.89,Yes,Autumn
C3331,42,Other,Chennai,"['Home Decor', 'Fashion']","['Wall Art', 'Jeans']",New Visitor,4615.74,Yes,Summer
C3332,21,Male,Bangalore,['Home Decor'],['Cushions'],Frequent Buyer,2473.85,No,Autumn
C3333,34,Female,Delhi,['Electronics'],['Smartwatch'],New Visitor,2596.81,No,Summer
C3334,58,Male,Mumbai,['Electronics'],['Headphones'],Frequent Buyer,1112.58,No,Autumn
C3335,45,Other,Delhi,"['Electronics', 'Fashion', 'Beauty']","['Smartphone', 'Jacket', 'Foundation']",New Visitor,3921.61,Yes,Summer
C3336,22,Male,Chennai,['Electronics'],['Headphones'],New Visitor,1650.14,No,Summer
C3337,53,Female,Kolkata,['Electronics'],['Smartphone'],New Visitor,3097.39,No,Spring
C3338,53,Female,Bangalore,"['Fitness', 'Beauty']","['Yoga Mat', 'Perfume']",New Visitor,2020.88,Yes,Autumn
C3339,58,Male,Kolkata,['Books'],['Non-fiction'],Frequent Buyer,2968.34,No,Winter
C3340,29,Female,Kolkata,"['Fashion', 'Books', 'Home Decor']","['Shoes', 'Comics', 'Curtains']",Frequent Buyer,2029.26,No,Winter
C3341,47,Female,Delhi,"['Books', 'Home Decor', 'Electronics']","['Biography', 'Curtains', 'Smartwatch']",Frequent Buyer,514.71,No,Winter
C3342,34,Other,Kolkata,"['Beauty', 'Fitness', 'Books']","['Lipstick', 'Treadmill', 'Comics']",New Visitor,3293.72,No,Autumn
C3343,60,Female,Mumbai,['Fashion'],['T-shirt'],Occasional Shopper,3062.06,Yes,Spring
C3344,54,Female,Bangalore,"['Fitness', 'Books']","['Yoga Mat', 'Biography']",Occasional Shopper,4032.69,No,Spring
C3345,18,Male,Kolkata,"['Electronics', 'Fashion']","['Smartphone', 'Jeans']",New Visitor,1599.22,Yes,Spring
C3346,35,Female,Bangalore,"['Beauty', 'Electronics', 'Home Decor']","['Lipstick', 'Smartwatch', 'Lamp']",New Visitor,3922.99,Yes,Autumn
C3347,23,Female,Chennai,"['Electronics', 'Books']","['Headphones', 'Comics']",Occasional Shopper,1493.63,Yes,Summer
C3348,19,Other,Delhi,"['Fitness', 'Books']","['Yoga Mat', 'Non-fiction']",Occasional Shopper,4683.52,No,Spring
C3349,24,Other,Mumbai,['Fashion'],['Jeans'],Occasional Shopper,3235.51,No,Autumn
C3350,60,Other,Bangalore,"['Beauty', 'Fashion', 'Books']","['Perfume', 'Jeans', 'Fiction']",Occasional Shopper,3249.3,Yes,Autumn
C3351,35,Male,Delhi,['Home Decor'],['Cushions'],Frequent Buyer,1187.97,No,Winter
C3352,22,Female,Delhi,['Books'],['Biography'],Occasional Shopper,888.57,Yes,Summer
C3353,33,Other,Bangalore,"['Fitness', 'Books']","['Resistance Bands', 'Fiction']",Occasional Shopper,2362.1,Yes,Winter
C3354,28,Female,Kolkata,['Electronics'],['Smartphone'],New Visitor,4801.87,No,Autumn
C3355,43,Male,Bangalore,['Home Decor'],['Curtains'],Occasional Shopper,4795.98,Yes,Autumn
C3356,42,Female,Chennai,['Beauty'],['Lipstick'],Frequent Buyer,1521.84,Yes,Winter
C3357,24,Male,Bangalore,"['Fashion', 'Beauty']","['T-shirt', 'Foundation']",Frequent Buyer,655.89,No,Spring
C3358,26,Other,Chennai,['Beauty'],['Foundation'],Frequent Buyer,1424.12,No,Summer
C3359,27,Male,Kolkata,['Beauty'],['Lipstick'],Frequent Buyer,2201.28,Yes,Autumn
C3360,46,Female,Chennai,"['Fitness', 'Beauty']","['Yoga Mat', 'Moisturizer']",New Visitor,2684.44,No,Summer
C3361,56,Other,Chennai,"['Books', 'Beauty', 'Home Decor']","['Non-fiction', 'Foundation', 'Lamp']",New Visitor,4568.35,Yes,Winter
C3362,33,Male,Bangalore,"['Home Decor', 'Books', 'Fashion']","['Lamp', 'Comics', 'Jacket']",New Visitor,3128.47,Yes,Spring
C3363,51,Male,Delhi,"['Fitness', 'Fashion', 'Electronics']","['Yoga Mat', 'Shoes', 'Headphones']",Occasional Shopper,2423.53,No,Autumn
C3364,48,Male,Bangalore,"['Fitness', 'Beauty']","['Dumbbells', 'Moisturizer']",New Visitor,4929.13,Yes,Winter
C3365,26,Male,Chennai,"['Electronics', 'Books', 'Fitness']","['Laptop', 'Fiction', 'Treadmill']",Occasional Shopper,3310.25,No,Spring
C3366,49,Other,Kolkata,['Beauty'],['Perfume'],Frequent Buyer,2625.63,Yes,Winter
C3367,52,Female,Delhi,"['Fashion', 'Home Decor', 'Beauty']","['T-shirt', 'Cushions', 'Foundation']",Frequent Buyer,3642.48,Yes,Spring
C3368,53,Other,Mumbai,"['Fashion', 'Beauty']","['Jeans', 'Perfume']",Frequent Buyer,4803.49,Yes,Spring
C3369,39,Female,Mumbai,"['Fitness', 'Beauty']","['Dumbbells', 'Foundation']",New Visitor,3800.42,Yes,Spring
C3370,58,Other,Bangalore,['Electronics'],['Smartphone'],Occasional Shopper,3119.53,No,Winter
C3371,25,Female,Mumbai,"['Electronics', 'Home Decor']","['Smartwatch', 'Wall Art']",Occasional Shopper,2726.25,Yes,Autumn
C3372,45,Male,Kolkata,"['Fashion', 'Beauty']","['Jeans', 'Moisturizer']",New Visitor,2316.39,Yes,Summer
C3373,46,Male,Kolkata,"['Fitness', 'Books']","['Treadmill', 'Comics']",Frequent Buyer,3435.87,Yes,Summer
C3374,19,Other,Delhi,"['Fitness', 'Fashion']","['Resistance Bands', 'Jacket']",Frequent Buyer,4690.09,Yes,Summer
C3375,18,Male,Bangalore,['Fashion'],['Jeans'],Occasional Shopper,757.69,No,Summer
C3376,32,Other,Bangalore,"['Beauty', 'Home Decor']","['Foundation', 'Curtains']",Frequent Buyer,4015.87,Yes,Summer
C3377,22,Female,Delhi,"['Electronics', 'Beauty', 'Books']","['Headphones', 'Moisturizer', 'Biography']",Occasional Shopper,4810.9,Yes,Summer
C3378,44,Other,Mumbai,"['Fitness', 'Beauty', 'Home Decor']","['Yoga Mat', 'Perfume', 'Lamp']",Frequent Buyer,4339.74,Yes,Autumn
C3379,44,Male,Mumbai,"['Books', 'Fitness', 'Fashion']","['Fiction', 'Treadmill', 'T-shirt']",Occasional Shopper,4224.89,Yes,Autumn
C3380,32,Other,Bangalore,"['Fitness', 'Fashion', 'Electronics']","['Yoga Mat', 'Jacket', 'Smartwatch']",New Visitor,2739.83,No,Summer
C3381,50,Other,Chennai,"['Beauty', 'Fitness']","['Foundation', 'Yoga Mat']",Occasional Shopper,3493.4,Yes,Winter
C3382,54,Other,Delhi,"['Fitness', 'Electronics', 'Fashion']","['Treadmill', 'Smartwatch', 'T-shirt']",New Visitor,2176.13,No,Autumn
C3383,43,Female,Bangalore,"['Home Decor', 'Books']","['Cushions', 'Comics']",Occasional Shopper,1262.55,Yes,Autumn
C3384,42,Other,Delhi,"['Electronics', 'Books', 'Beauty']","['Laptop', 'Comics', 'Foundation']",Frequent Buyer,3118.63,Yes,Summer
C3385,49,Male,Delhi,"['Home Decor', 'Electronics']","['Curtains', 'Headphones']",New Visitor,817.21,Yes,Summer
C3386,19,Male,Kolkata,"['Fitness', 'Fashion', 'Books']","['Dumbbells', 'Jacket', 'Non-fiction']",Occasional Shopper,3248.84,Yes,Summer
C3387,45,Female,Chennai,"['Electronics', 'Home Decor']","['Smartwatch', 'Curtains']",New Visitor,3804.29,No,Summer
C3388,21,Other,Mumbai,['Fitness'],['Dumbbells'],New Visitor,2542.18,No,Winter
C3389,38,Female,Chennai,"['Fitness', 'Fashion', 'Electronics']","['Dumbbells', 'Jeans', 'Smartphone']",New Visitor,2515.19,No,Summer
C3390,56,Other,Delhi,"['Fitness', 'Electronics']","['Treadmill', 'Laptop']",Frequent Buyer,2764.15,No,Winter
C3391,29,Male,Delhi,"['Electronics', 'Fashion', 'Books']","['Headphones', 'Jeans', 'Non-fiction']",Occasional Shopper,917.91,No,Summer
C3392,38,Male,Mumbai,['Books'],['Biography'],Frequent Buyer,2614.72,Yes,Spring
C3393,40,Male,Bangalore,"['Home Decor', 'Beauty', 'Books']","['Cushions', 'Lipstick', 'Biography']",New Visitor,3503.91,No,Spring
C3394,47,Female,Bangalore,"['Fitness', 'Home Decor', 'Beauty']","['Treadmill', 'Curtains', 'Foundation']",Occasional Shopper,3905.99,Yes,Winter
C3395,60,Female,Kolkata,"['Fitness', 'Fashion', 'Electronics']","['Resistance Bands', 'Jacket', 'Smartwatch']",Frequent Buyer,4883.22,No,Autumn
C3396,23,Male,Bangalore,['Home Decor'],['Wall Art'],Occasional Shopper,2059.09,No,Spring
C3397,50,Female,Delhi,"['Beauty', 'Home Decor']","['Perfume', 'Wall Art']",Occasional Shopper,4996.57,No,Winter
C3398,58,Other,Kolkata,"['Fitness', 'Books', 'Fashion']","['Resistance Bands', 'Comics', 'Shoes']",Occasional Shopper,2019.07,No,Spring
C3399,31,Female,Mumbai,['Electronics'],['Laptop'],Frequent Buyer,4851.96,No,Summer
C3400,25,Male,Kolkata,"['Beauty', 'Books']","['Lipstick', 'Comics']",Occasional Shopper,3695.54,No,Summer
C3401,45,Male,Chennai,['Home Decor'],['Curtains'],Frequent Buyer,4017.59,No,Autumn
C3402,51,Other,Chennai,"['Books', 'Fitness', 'Electronics']","['Biography', 'Dumbbells', 'Laptop']",Frequent Buyer,711.88,No,Autumn
C3403,53,Other,Kolkata,"['Books', 'Fitness']","['Comics', 'Yoga Mat']",New Visitor,3478.29,No,Summer
C3404,22,Other,Bangalore,['Home Decor'],['Cushions'],Occasional Shopper,1479.39,No,Spring
C3405,33,Other,Kolkata,"['Electronics', 'Fitness']","['Laptop', 'Yoga Mat']",Occasional Shopper,808.17,Yes,Spring
C3406,53,Other,Bangalore,['Electronics'],['Smartwatch'],Frequent Buyer,880.76,Yes,Spring
C3407,43,Male,Mumbai,"['Home Decor', 'Electronics', 'Fashion']","['Curtains', 'Smartphone', 'Jeans']",New Visitor,1901.12,No,Winter
C3408,54,Other,Bangalore,['Home Decor'],['Wall Art'],Occasional Shopper,4580.3,No,Spring
C3409,39,Female,Mumbai,"['Electronics', 'Beauty', 'Fitness']","['Headphones', 'Moisturizer', 'Resistance Bands']",Frequent Buyer,4997.44,No,Summer
C3410,35,Male,Chennai,['Beauty'],['Lipstick'],Occasional Shopper,1211.79,Yes,Spring
C3411,20,Other,Delhi,"['Fashion', 'Home Decor', 'Fitness']","['Jeans', 'Wall Art', 'Dumbbells']",Frequent Buyer,3673.93,Yes,Spring
C3412,53,Male,Chennai,"['Electronics', 'Beauty']","['Smartwatch', 'Foundation']",Occasional Shopper,1886.89,Yes,Winter
C3413,33,Other,Delhi,"['Books', 'Fashion']","['Comics', 'T-shirt']",New Visitor,2429.68,No,Summer
C3414,40,Female,Mumbai,"['Home Decor', 'Books']","['Cushions', 'Biography']",Frequent Buyer,3047.73,No,Summer
C3415,35,Other,Kolkata,"['Fashion', 'Beauty', 'Fitness']","['T-shirt', 'Moisturizer', 'Treadmill']",New Visitor,2923.33,Yes,Winter
C3416,46,Male,Kolkata,['Electronics'],['Smartwatch'],Occasional Shopper,2691.2,Yes,Spring
C3417,57,Female,Mumbai,"['Beauty', 'Books']","['Moisturizer', 'Non-fiction']",New Visitor,4290.9,Yes,Summer
C3418,29,Female,Chennai,"['Fitness', 'Home Decor']","['Dumbbells', 'Curtains']",Frequent Buyer,2848.89,Yes,Autumn
C3419,21,Male,Delhi,"['Books', 'Fashion']","['Fiction', 'Jeans']",New Visitor,563.36,Yes,Summer
C3420,49,Other,Chennai,"['Beauty', 'Electronics', 'Home Decor']","['Perfume', 'Smartwatch', 'Lamp']",Frequent Buyer,1904.88,Yes,Summer
C3421,53,Other,Delhi,"['Electronics', 'Home Decor', 'Fashion']","['Smartwatch', 'Curtains', 'T-shirt']",New Visitor,2323.7,Yes,Winter
C3422,51,Other,Bangalore,"['Fitness', 'Fashion', 'Books']","['Dumbbells', 'T-shirt', 'Non-fiction']",Occasional Shopper,1261.74,No,Summer
C3423,35,Other,Bangalore,['Beauty'],['Perfume'],Occasional Shopper,3713.81,No,Autumn
C3424,29,Female,Delhi,"['Fashion', 'Books']","['T-shirt', 'Comics']",New Visitor,1226.43,Yes,Spring
C3425,55,Female,Bangalore,['Fitness'],['Yoga Mat'],Occasional Shopper,1741.31,No,Summer
C3426,44,Female,Bangalore,['Fitness'],['Dumbbells'],New Visitor,3421.53,Yes,Summer
C3427,30,Female,Kolkata,"['Home Decor', 'Fitness', 'Electronics']","['Lamp', 'Yoga Mat', 'Laptop']",Occasional Shopper,4308.71,No,Winter
C3428,20,Other,Delhi,"['Beauty', 'Fitness', 'Books']","['Foundation', 'Dumbbells', 'Fiction']",New Visitor,4090.57,Yes,Spring
C3429,27,Male,Kolkata,"['Electronics', 'Home Decor', 'Fitness']","['Headphones', 'Lamp', 'Treadmill']",Occasional Shopper,4279.32,Yes,Winter
C3430,45,Other,Kolkata,"['Home Decor', 'Electronics']","['Curtains', 'Smartphone']",Frequent Buyer,3309.76,No,Winter
C3431,37,Male,Mumbai,"['Beauty', 'Fashion']","['Lipstick', 'Jeans']",Occasional Shopper,4132.07,Yes,Autumn
C3432,48,Female,Bangalore,"['Beauty', 'Fitness']","['Moisturizer', 'Yoga Mat']",Occasional Shopper,1283.64,No,Spring
C3433,24,Other,Mumbai,"['Home Decor', 'Fitness']","['Lamp', 'Treadmill']",New Visitor,4577.63,Yes,Spring
C3434,35,Male,Kolkata,['Beauty'],['Moisturizer'],Frequent Buyer,1773.5,Yes,Autumn
C3435,58,Female,Mumbai,"['Fitness', 'Electronics', 'Beauty']","['Treadmill', 'Smartphone', 'Foundation']",Frequent Buyer,1297.12,Yes,Winter
C3436,36,Other,Kolkata,['Electronics'],['Laptop'],New Visitor,3481.6,No,Autumn
C3437,39,Female,Bangalore,"['Fitness', 'Electronics']","['Dumbbells', 'Smartphone']",Frequent Buyer,2685.48,No,Summer
C3438,39,Female,Chennai,"['Electronics', 'Books']","['Smartphone', 'Fiction']",Frequent Buyer,2105.14,Yes,Winter
C3439,22,Other,Chennai,"['Fashion', 'Home Decor', 'Books']","['Jeans', 'Wall Art', 'Fiction']",New Visitor,591.81,Yes,Summer
C3440,22,Male,Kolkata,"['Home Decor', 'Fitness', 'Electronics']","['Lamp', 'Yoga Mat', 'Laptop']",Frequent Buyer,4913.48,No,Spring
C3441,55,Other,Chennai,['Books'],['Biography'],Occasional Shopper,3794.36,No,Autumn
C3442,44,Female,Bangalore,"['Beauty', 'Books']","['Lipstick', 'Comics']",Occasional Shopper,1312.91,No,Winter
C3443,19,Other,Bangalore,"['Fitness', 'Fashion', 'Home Decor']","['Yoga Mat', 'Jacket', 'Wall Art']",Frequent Buyer,1961.24,No,Spring
C3444,40,Male,Delhi,['Electronics'],['Headphones'],Occasional Shopper,4900.55,Yes,Autumn
C3445,46,Other,Delhi,"['Fitness', 'Beauty']","['Resistance Bands', 'Foundation']",Occasional Shopper,1086.54,Yes,Autumn
C3446,50,Female,Bangalore,['Electronics'],['Laptop'],Occasional Shopper,2209.55,No,Spring
C3447,32,Other,Chennai,['Fashion'],['Jeans'],Frequent Buyer,1290.59,No,Summer
C3448,30,Female,Chennai,"['Beauty', 'Books', 'Home Decor']","['Moisturizer', 'Fiction', 'Wall Art']",Occasional Shopper,1485.01,No,Spring
C3449,38,Female,Kolkata,['Fashion'],['Jeans'],Occasional Shopper,2155.29,Yes,Spring
C3450,31,Other,Bangalore,['Fashion'],['T-shirt'],Frequent Buyer,3524.14,No,Autumn
C3451,48,Female,Mumbai,"['Fitness', 'Beauty']","['Yoga Mat', 'Lipstick']",Frequent Buyer,4200.88,No,Autumn
C3452,54,Male,Kolkata,"['Home Decor', 'Beauty', 'Fashion']","['Lamp', 'Moisturizer', 'Jacket']",Occasional Shopper,2799.54,Yes,Summer
C3453,51,Other,Chennai,['Fitness'],['Resistance Bands'],Occasional Shopper,4057.71,Yes,Spring
C3454,51,Other,Bangalore,"['Beauty', 'Fitness']","['Moisturizer', 'Resistance Bands']",Frequent Buyer,4996.39,Yes,Winter
C3455,51,Other,Kolkata,"['Beauty', 'Home Decor', 'Fitness']","['Perfume', 'Curtains', 'Resistance Bands']",New Visitor,1658.08,Yes,Winter
C3456,25,Male,Kolkata,['Fitness'],['Dumbbells'],Occasional Shopper,3764.08,Yes,Summer
C3457,48,Other,Chennai,"['Home Decor', 'Electronics']","['Wall Art', 'Smartwatch']",Frequent Buyer,903.12,No,Winter
C3458,46,Female,Bangalore,"['Beauty', 'Electronics', 'Books']","['Lipstick', 'Laptop', 'Biography']",New Visitor,2894.09,Yes,Autumn
C3459,55,Male,Bangalore,"['Electronics', 'Fashion', 'Books']","['Smartwatch', 'T-shirt', 'Comics']",New Visitor,774.38,No,Autumn
C3460,30,Other,Kolkata,"['Fitness', 'Electronics']","['Resistance Bands', 'Smartphone']",New Visitor,854.19,Yes,Summer
C3461,55,Female,Chennai,"['Books', 'Fashion']","['Biography', 'Jeans']",Occasional Shopper,2849.73,No,Autumn
C3462,51,Male,Bangalore,"['Beauty', 'Books']","['Moisturizer', 'Fiction']",Frequent Buyer,3200.29,Yes,Autumn
C3463,22,Other,Mumbai,"['Beauty', 'Fashion', 'Electronics']","['Foundation', 'Jacket', 'Smartphone']",Occasional Shopper,1245.69,No,Winter
C3464,46,Female,Chennai,"['Beauty', 'Home Decor', 'Fashion']","['Moisturizer', 'Curtains', 'Shoes']",Frequent Buyer,1357.66,No,Spring
C3465,37,Other,Bangalore,['Beauty'],['Moisturizer'],New Visitor,722.22,Yes,Winter
C3466,23,Male,Mumbai,['Beauty'],['Foundation'],Occasional Shopper,3757.58,No,Summer
C3467,52,Female,Kolkata,"['Books', 'Electronics']","['Fiction', 'Smartwatch']",New Visitor,4214.97,Yes,Winter
